image,mask
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2xlcqxy9c60988vjacdznb.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2xlcqxy9c60988vjacdznb.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju32zhbnc1oy0801iyv1ix6p.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju32zhbnc1oy0801iyv1ix6p.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju84ih17kp5l09876bkooocl.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju84ih17kp5l09876bkooocl.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju5vgawslbe30987ndeepc1b.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju5vgawslbe30987ndeepc1b.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju87tyddnnad0755bj0wxahe.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju87tyddnnad0755bj0wxahe.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2ueb6j5ado0878vf5md13o.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2ueb6j5ado0878vf5md13o.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju5waeduln160817w0agirve.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju5waeduln160817w0agirve.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju7et17a2vjk0755e743npl1.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju7et17a2vjk0755e743npl1.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cjyztzaqtrv430848l8xgcerw.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cjyztzaqtrv430848l8xgcerw.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju1dg44i4z3w0801nyz4p6zf.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju1dg44i4z3w0801nyz4p6zf.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2r91dg2k090801bh0xzbxk.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2r91dg2k090801bh0xzbxk.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju6x97w4vwua0850x0997r0a.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju6x97w4vwua0850x0997r0a.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju175facms5f0993a5tjikvt.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju175facms5f0993a5tjikvt.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju14pxbaoksp0835qzorx6g6.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju14pxbaoksp0835qzorx6g6.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju77j66ez52p08019xygi0co.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju77j66ez52p08019xygi0co.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju8bh8surexp0987o5pzklk1.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju8bh8surexp0987o5pzklk1.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju8c5223s8j80850b4kealt4.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju8c5223s8j80850b4kealt4.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju34eqjpcpm508788b3lhp97.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju34eqjpcpm508788b3lhp97.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju42u5bjlvi10801dc13sskp.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju42u5bjlvi10801dc13sskp.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2z6ez69g4u0801qwt088lw.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2z6ez69g4u0801qwt088lw.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju88k75inzyb0850ccv5x3vk.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju88k75inzyb0850ccv5x3vk.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju5wtdu4m0im0871mix0yvc0.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju5wtdu4m0im0871mix0yvc0.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2oo0wh0bqy0878biujeyhe.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2oo0wh0bqy0878biujeyhe.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju40wto5kxwi0755it190f2k.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju40wto5kxwi0755it190f2k.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju3umoh1geet0817cmpef5am.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju3umoh1geet0817cmpef5am.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju7cufm7298k0755j09uf3of.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju7cufm7298k0755j09uf3of.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju33belnbyhm0878yxl42233.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju33belnbyhm0878yxl42233.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju5vutu7ll8w0871dfp92n9p.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju5vutu7ll8w0871dfp92n9p.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju13fwthn9mq0835gacxgy01.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju13fwthn9mq0835gacxgy01.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju6z2616wqbk07555bvnuyr1.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju6z2616wqbk07555bvnuyr1.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju410dnfl0960755y8lu8d79.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju410dnfl0960755y8lu8d79.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju18849rrsgr0988p90hkygb.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju18849rrsgr0988p90hkygb.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2p0eveqtdc0835gpi3p93i.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2p0eveqtdc0835gpi3p93i.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju33w4sdcivk0855x879zht7.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju33w4sdcivk0855x879zht7.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju5vzjoslpj708186z2fusmz.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju5vzjoslpj708186z2fusmz.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju7crgxa28550755wbsgqkel.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju7crgxa28550755wbsgqkel.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2i6acqvo6l0799u20fift8.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2i6acqvo6l0799u20fift8.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju8d2q30tfhs0801n7lx77xl.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju8d2q30tfhs0801n7lx77xl.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju18gzrq18zw0878wbf4ftw6.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju18gzrq18zw0878wbf4ftw6.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju85rkbnlo1c08503uxcpax1.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju85rkbnlo1c08503uxcpax1.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju7azuu31mia0801pf9ib5ed.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju7azuu31mia0801pf9ib5ed.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju13hp5rnbjx0835bf0jowgx.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju13hp5rnbjx0835bf0jowgx.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju324q101fhe08350wae9cif.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju324q101fhe08350wae9cif.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju5hwonqedw10801vsd3w6kk.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju5hwonqedw10801vsd3w6kk.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2xyd9vyi7m098831qcucse.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2xyd9vyi7m098831qcucse.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju3xwpgviwlx0871rwm15q7v.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju3xwpgviwlx0871rwm15q7v.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju3u4lxmg59o0755rz42b9en.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju3u4lxmg59o0755rz42b9en.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju6ur9l9v9jq0755paud9uka.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju6ur9l9v9jq0755paud9uka.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju85ia1slh220987y7c20sm2.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju85ia1slh220987y7c20sm2.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2omjpeqj5a0988pjdlb8l1.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2omjpeqj5a0988pjdlb8l1.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2r6mt2om21099352pny5gw.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2r6mt2om21099352pny5gw.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju160wshltz10993i1gmqxbe.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju160wshltz10993i1gmqxbe.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2ulk385h170799rlklxob0.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2ulk385h170799rlklxob0.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2r2obh2bjm08553kng0rh7.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2r2obh2bjm08553kng0rh7.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2t16vuucaq0835xcpsivn2.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2t16vuucaq0835xcpsivn2.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2u2b9o4zvp08788qb9nqxj.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2u2b9o4zvp08788qb9nqxj.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju34o6dbd2lo0855aqlcy1hs.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju34o6dbd2lo0855aqlcy1hs.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju0t4oil7vzk099370nun5h9.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju0t4oil7vzk099370nun5h9.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju88oh0po9gq0801nge4tgr1.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju88oh0po9gq0801nge4tgr1.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju41nz76lcxu0755cya2qefx.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju41nz76lcxu0755cya2qefx.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju7ddtz729960801uazp1knc.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju7ddtz729960801uazp1knc.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju5ukkg6kv7u08011x2b6zl5.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju5ukkg6kv7u08011x2b6zl5.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju5o4pk9h0720755lgp9jq8m.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju5o4pk9h0720755lgp9jq8m.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju5u4pywk81x0817vn9pe14z.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju5u4pywk81x0817vn9pe14z.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/ck2395w2mb4vu07480otsu6tw.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/ck2395w2mb4vu07480otsu6tw.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2uwz9f5yf1085506cfamfx.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2uwz9f5yf1085506cfamfx.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju3x2s11ibzi0817kk284k0j.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju3x2s11ibzi0817kk284k0j.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2yyhsp933j0855hp32e012.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2yyhsp933j0855hp32e012.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2qs32r1vys07999conmbvx.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2qs32r1vys07999conmbvx.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju8bk8oirjhw0817hgkua2w8.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju8bk8oirjhw0817hgkua2w8.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju5yclrymlgj0818k426ud6z.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju5yclrymlgj0818k426ud6z.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju83qd0yjyht0817ktkfl268.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju83qd0yjyht0817ktkfl268.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju1bm8063nmh07996rsjjemq.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju1bm8063nmh07996rsjjemq.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju5nyu31gv8e0871zpk74a2n.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju5nyu31gv8e0871zpk74a2n.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju5fu081d8gc0818l3yylujk.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju5fu081d8gc0818l3yylujk.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju3yht87j83m08507yk1u1fg.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju3yht87j83m08507yk1u1fg.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju6vta3kvazg0817qbeppjtm.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju6vta3kvazg0817qbeppjtm.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju857ad0l88m0817qx4cwxnf.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju857ad0l88m0817qx4cwxnf.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju426tomlhll0818fc0i7nvh.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju426tomlhll0818fc0i7nvh.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju7el6xv2k520817qxx9wdr5.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju7el6xv2k520817qxx9wdr5.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2sggy13na70855tbeoqgha.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2sggy13na70855tbeoqgha.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju30525w04r10835ygp257sb.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju30525w04r10835ygp257sb.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju6xa0qmvzun0818xjukgncj.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju6xa0qmvzun0818xjukgncj.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju87q6yoneim0871dl4phvkd.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju87q6yoneim0871dl4phvkd.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju8apjewqrk00801k5d71gky.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju8apjewqrk00801k5d71gky.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju33o12x2jm50988944mxq0v.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju33o12x2jm50988944mxq0v.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cjyzu3reghjya0794w7pwoi50.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cjyzu3reghjya0794w7pwoi50.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju7d8m3b2e210755l8fj1yph.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju7d8m3b2e210755l8fj1yph.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju1gi7jlwyld0835cdf6g6qz.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju1gi7jlwyld0835cdf6g6qz.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju326h4v1gxw08352px40p7r.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju326h4v1gxw08352px40p7r.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju5g163vd6mt0817uccuga6u.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju5g163vd6mt0817uccuga6u.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju310f6val1v0855xo8tc3gu.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju310f6val1v0855xo8tc3gu.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju41kd7yl4nm0850gil5qqwh.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju41kd7yl4nm0850gil5qqwh.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju1c4fcu40hl07992b8gj0c8.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju1c4fcu40hl07992b8gj0c8.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju85je7vlht70817c9jcjwi4.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju85je7vlht70817c9jcjwi4.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju5eyfe9cpk90987laa7tsl3.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju5eyfe9cpk90987laa7tsl3.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju5enq1tcn1i0755hnkon787.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju5enq1tcn1i0755hnkon787.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju5h57xedz5h0755mjpc8694.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju5h57xedz5h0755mjpc8694.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju5k7r0yf98c09878csbxb4d.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju5k7r0yf98c09878csbxb4d.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju7b5afm1nfw0801xqm8bf8q.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju7b5afm1nfw0801xqm8bf8q.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju7db7lp2f400755tntd1ohf.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju7db7lp2f400755tntd1ohf.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju1ddr6p4k5z08780uuuzit2.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju1ddr6p4k5z08780uuuzit2.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju6xlygpw7bs0818n691jsq4.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju6xlygpw7bs0818n691jsq4.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju428k5fldt108177s6g6f45.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju428k5fldt108177s6g6f45.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju87ox0kncom0801b98hqnd2.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju87ox0kncom0801b98hqnd2.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2uokeg5jm20799xwgsyz89.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2uokeg5jm20799xwgsyz89.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2lejzcy4pc0878c9rlonot.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2lejzcy4pc0878c9rlonot.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju32srle1xfq083575i3fl75.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju32srle1xfq083575i3fl75.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju5fb86jd1jp0755b1ukbhq5.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju5fb86jd1jp0755b1ukbhq5.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2nqapmzvk20801f9us40dx.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2nqapmzvk20801f9us40dx.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju3v56bwgy8v0871w14pz8fx.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju3v56bwgy8v0871w14pz8fx.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju32a52lb9rc0799xi40qs00.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju32a52lb9rc0799xi40qs00.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju7ekbo32pft0871fv7kzwb9.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju7ekbo32pft0871fv7kzwb9.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju30bmab08bi0835mvlr6e0r.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju30bmab08bi0835mvlr6e0r.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2okvco06xc0799kxe5n1qh.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2okvco06xc0799kxe5n1qh.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2xa3i4y0160988i679zsqd.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2xa3i4y0160988i679zsqd.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju5fydrud94708507vo6oy21.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju5fydrud94708507vo6oy21.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju85c2d4ln1b0755zz1z3onx.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju85c2d4ln1b0755zz1z3onx.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2t2ivz43i10878zeg8r1br.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2t2ivz43i10878zeg8r1br.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju1819curo000988pd5xcqme.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju1819curo000988pd5xcqme.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju17hw9hr9c5098800fu4u8e.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju17hw9hr9c5098800fu4u8e.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju45jpvfn6c809873pv1i34s.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju45jpvfn6c809873pv1i34s.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju7etr3y2p4t0801cdzjj8ab.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju7etr3y2p4t0801cdzjj8ab.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/ck2da7fwcjfis07218r1rvm95.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/ck2da7fwcjfis07218r1rvm95.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju18ibp219ub08783i6o98g7.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju18ibp219ub08783i6o98g7.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju8czvnztbf40871b4m7t78w.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju8czvnztbf40871b4m7t78w.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju33eqwbcch208012jikwdky.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju33eqwbcch208012jikwdky.jpg
